n_id,nbName,nwName,nbyear,enter
2272,성장과 일자리 해법은 있다 :한국경제 재도약을 위한 제언,정대영,2021,20221006
2273,세계 공영방송과 디지털 혁신,신삼수,2021,20221006
2274,설득 커뮤니케이션,Joseph A. DeVito 저,2021,20221006
2275,부동산 누구에게나 공평한 불행 :우리는 왜 부동산 때문에 좌절하는가,마강래 지음,2021,20221006
2276,남편대신 출근하는 워킹맘입니다 :15년 차 워킹맘으로 일하며 깨달은 것들,장정은 지음,2021,20221006
2277,한국의 세시문화 =Korean traditional culture,주영애 지음,2022,20221006
2278,서양 민주 개념 통사 고대편,최정욱 지음,2021,20221006
2279,서른셋 :기적같은 날들이 기다리고 있어,차희연 지음,2021,20221006
2280,생태문명 :우리의 미래 지구의 생명,이창호 지음,2021,20221006
2281,생산관리 =Operations management,정지복 [지음],2021,20221006
2282,상상력으로 미래를 연습하다,김창남 엮음,2021,20221006
2283,사회학적 방법의 규칙들,에밀 뒤르켐 [지음],2021,20221006
2284,부동산경매론,전장헌,2021,20221006
2285,기적의 마인드파워 다이어트 :상상하는 그대로 내 몸이 바뀌는 90일 습관,조성희 지음,2022,20221006
2286,(2022-2027) 앞으로 5년 대한민국 부동산 우상향 사이클의 법칙,이승훈 지음,2021,20221006
2287,사람이 마을입니다 :마을 활동 실무 도움서,노수현 지음,2021,20221006
2288,사장을 위한 노자 :도덕경을 모르고 사업하지 마라,안병민 지음,2021,20221006
2289,법도그마틱과 은유 :전형상 준거 헌법해석,이덕연 지음,2021,20221006
2290,문학이론,폴 프라이 지음,2019,20221006
2291,물음을 위한 물음 :2010년대의 기록 =Questions for questioning,윤여일 지음,2021,20221006
2292,대륙에 길을 묻다 :25000km 중국 자유여행기 : 周遊列國,윤규섭 지음,2022,20221006
2293,오늘 학교 어땠어? :한때 어린이였던 우리 모두를 위한 초등 1학년의 반짝반짝 학교 적응기 : 초등샘Z 에세이,초등샘Z 지음,2022,20221006
2294,부의 이전 :자산을 불리는 완벽한 상속?증여 절세 비법,이장원,2022,20221006
2295,북한을 보는 새로운 시선 :분단 77년 편견 깨기,권은민 지음,2022,20221006
2296,윙페더 사가 .2 북쪽으로 가지 않으면 먹히리라,앤드루 피터슨 지음,2022,20221006
2297,책읽기 나 그리고 세상,홍인숙 지음,2016,20221006
2298,미디어 구독모델,유건식 지음,2021,20221006
2299,(세계사로 이해하는) 성경 역사 =Bible history understood through world history,최연수 지음,2022,20221006
2300,부적 =Bujeok taligman,한국민속극박물관 학예연구실 엮음,2021,20221006
2301,쓰기의 쓸모 :가끔 어쩌면 자주 쓰기가 필요하니까요,양지영 지음,2022,20221006
2302,(외계에서 온) 펀자이씨,엄유진 글?그림,2022,20221006
2303,용돈 교육은 처음이지? :모으기 쓰기 나누기 용돈 교육의 비밀,고경애 지음,2021,20221006
2304,가족을 구성할 권리 :혈연과 결혼뿐인 사회에서 새로운 유대를 상상하는 법,김순남 지음,2022,20221006
2305,라오어의 미국주식 밸류 리밸런싱 :레버리지가 아니면 평범한 인생을 바꿀 수 없다 : 경제적 자유로 향하는 레버리지 장기투자 전략,라오어 지음,2022,20221006
2306,산대희와 본산대놀이 :동아시아 산대 전통의 보편성과 한국의 독자성 =Sandaehee and Bonsandaenori : Korean traditional circus and Seoul mask drama,전경욱 지음,2021,20221006
2307,상위 1%가 알려주는 다마스 퀵 실무,전효진 지음,2021,20221006
2308,새로운 설득 :동의를 얻어내는 10가지 말하기 기법,이현우 지음,2021,20221006
2309,서로를 살리는 기후위기 교육 :기후위기를 넘어 함께 살아가는 지구를 위해,[민들레] 편집실 엮음,2021,20221006
2310,생각 더하기 마음 나누기 :4차 산업혁명과 팬데믹 이렇게 하면 살아남는다,송기봉 지음,2021,20221006
2311,서른 살 청춘표류 :지금 우리에게 필요한 것은,김달국,2021,20221006
2312,석세스 어퍼메이션 :열정적이고 목적 있는 삶을 위한 52주,잭 캔필드,2021,20221006
2313,선언에서 이행으로 :한국의 아동권리협약 30년,국제아동인권센터,2021,20221006
2314,세대 감각 :시대의 변화를 직시하는 법,바비 더피 지음,2022,20221006
2315,우리는 부탄에 삽니다,고은경,2022,20221006
2316,지도 위의 세계사 :한 장으로 압축된 인류의 역사,김종근 지음,2022,20221006
2317,피너츠 :완전판 .[13] 1975~1976,찰스 M. 슐츠 지음,2018,20221006
2318,성공하는 100가지 마음가짐,요시카와 나미 지음,2021,20221006
2319,(성병두의) 부산시정야사 인물편,성병두 지음,2021,20221006
2320,성과를 부르는 영업의 기술 70,김상범,2021,20221006
2321,성폭력 범죄 법률가이드 =Sexual violence crime legal guide book,김형규 지음,2021,20221006
2322,세계화와 세계시민,이충진 지음,2021,20221006
2323,세력 :주식시장의 검은손… '작전'을 식별하는 7가지 시그널,김준형,2021,20221006
2324,세상을 움직이는 글쓰기 :정치 글 쉽게 쓰는 법,이진수 지음,2021,20221006
2325,아세안 지역 한류콘텐츠 활성화 방안 =Revitalization of Hallyu content : ASEAN region's perspective,최진우 책임,2021,20221006
2326,손자 :심리전과 바람의 경영자 : 글로벌 리더가 곁에 두고 있는 단 한 권의 인문학 =孫子,손무 지음,2021,20221006
2327,쓰레기의 정치학 :국경을 넘나드는 새로운 자원,케이트 오닐 지음,2021,20221006
2328,로봇은 교사를 대체할 것인가? :인공지능과 교육의 미래,닐 셀윈 지음,2022,20221006
2329,야생 쪽으로,이저벨라 트리 지음,2022,20221006
2330,슬기로운 중학교 입학 준비,이은경,2021,20221006
2331,낮의 해변에서 혼자 :김현 시집,김현 지음,2021,20221006
2332,메신저가 온다 :경험이 콘텐츠가 되는 세상,박현근 지음,2021,20221006
2333,싱크 에디트 :편집 사고로 아이디어를 비즈니스로 바꾸는 기술,노구치 타카히토 지음,2021,20221006
2334,나는 여행을 사랑하지 않는다 :스물에서 서른 가슴 뛰는 삶을 위해 떠난 어느 날의 여행,이예은 글?사진,2022,20221006
2335,헤세의 이탈리아,헤르만 헤세 지음,2022,20221006
2336,엄마의 말 연습 :화내지 않고 사랑하는 마음을 오롯이 전하는 39가지 존중어 수업,윤지영 지음,2022,20221006
2337,(최리노의) 한 권으로 끝내는 반도체 이야기,최리노 저,2022,20221006
2338,나는 너의 불안이 길지 않았으면 좋겠어 :사랑과 사람으로부터 상처받은 당신에게 : 윤글 에세이,윤글 글,2021,20221006
2339,하나님 존재 가설의 귀환 :하나님의 존재에 대한 천문학적?물리학적?생물학적 증거들,스티븐 마이어 지음,2022,20221006
2340,내 통장 사용설명서 3.0 :목적에 맞게 돈이 차오르는 대한민국 필수 통장 7 완벽 활용법,이천 지음,2021,20221006
2341,스위스 안락사 현장에 다녀왔습니다 :조력자살 한국인과 동행한 4박5일,신아연 지음,2022,20221006
2342,(그림으로 배우는) 웹 구조 :한 권으로 배우는 웹의 모든 것 =Web technology,니시무라 야스히로 저,2022,20221006
2343,사회계약론 :짤라보면 정치의 본질이 보인다!,장 자크 루소 원작,2021,20221006
2344,엑셀2016과 파워포인트2016 :내멋대로 요리하는 Office cafe,좋은 IT 기초교육팀 지음,2022,20221006
2345,나는 천천히 부자가 되기로 했다 :평생 무너지지 않는 경제적 자유를 쌓아올리는 법,조너선 클레먼츠 지음,2022,20221006
2346,컴퓨터 네트워킹 :하향식 접근,James F. Kurose,2022,20221006
2347,화폐와 금융시장 =Money & financial markets,정운찬,2022,20221006
2348,주식이 오르고 내리는 이유 :모든 투자자들에게 필요한 투자의 기본 지식들,빌 파이크,2022,20221006
2349,누구를 선택할 것인가 :대선후보 6인의 성격과 심리 분석,김만수 지음,2021,20221006
2350,줄다리기,조시온 글,2022,20221006
2351,사주풀이 Z엔진 .下,박청화 지음,2010,20221006
2352,사회과학의 철학 :사회사상의 철학적 기초,테드 벤턴,2014,20221006
2353,무의식은 답을 알고 있다 :길을 잃었을 때 해결책이 보이지 않을 때,석정훈 지음,2015,20221006
2354,유럽 열 개의 길 :로마에서 런던까지 이어지는 서융럽 역사 여행기: 큰글자도서 [큰글자도서],이상엽 글?사진,2022,20221006
2355,(마음을 움직이는) 따뜻한 대화법 :따뜻한 말로 마음을 움직이는 공감 대화,윤치영 지음,2021,20221006
2356,(퀴즈!) 과학상식 :황당 직업,신혜영 지음,2016,20221006
2357,마을공동체와 사회적 경제 살리기 :일본의 커뮤니티 레스토랑 사례를 통해 보는 경제 해법,세코 카즈호 지음,2021,20221006
2358,엄마도 아이와 함께 어린이집에 다닙니다 :엄마의 어린이집 적응을 위한 15년 동안 어린이집을 운영하는 현직 원장의 부모교육 안내서,박준희 지음,2021,20221006
2359,리더를 위한 멘탈 수업 :압도적 성과를 올리는 사람들의 7단계 성장 전략,윤대현,2021,20221006
2360,100층짜리 집,이와이 도시오 글?그림,2021,20221006
2361,생명해류 :진화의 최전선 갈라파고스에서 발견한 생명의 경이,후쿠오카 신이치 지음,2022,20221006
2362,모기가 우리한테 해 준 게 뭔데? :절박하고도 유쾌한 생물 다양성 보고서,프라우케 피셔,2022,20221006
2363,리더의 마음챙김 :어떤 문제 앞에서도 흔들리지 않는 7가지 마음챙김 훈련법,마크 레서 지음,2021,20221006
2364,(2017 통일걷기) 민통선을 걷다 :12박 13일의 기록: 2017.8.3-2017.8.15,이인영 지음,2017,20221006
2365,가부장제의 경로를 이탈하였습니다 :만족도 도합 104% 이혼 유튜버 아넵의 사서 고생 결혼 해방 일지,아넵 지음,2022,20221006
2366,아무도 지켜보지 않지만 모두가 공연을 한다,비비언 고닉 지음,2022,20221006
2367,라이더가 출발했습니다 :우리가 만든 어떤 편한 세상에 대하여,강혜인,2021,20221006
2368,열두 개의 달 시화집 겨울 :十二月. 一月. 二月,윤동주 외 32명 글,2020,20221006
2369,디지털경제론 =Digital economics,윤상철 지음,2021,20221006
2370,디지털 트랜스포메이션 조직의 습관을 바꾸는 일 :위아래로 꽉 막힌 DX를 뻥하고 뚫는 법,황재선 지음,2021,20221006
2371,된다! 무조건 팔리는 10문장 :글쓰기가 막막한 당신에게 진짜 무기가 되는 10문장으로 돈 버는 공식,이용만 지음,2021,20221006
2372,다섯 번째 위험 :트럼프 정권 미국의 민주주의는 어떻게 실패했는가,마이클 루이스 지음,2021,20221006
2373,(네모아저씨의) 페이퍼 블레이드 :유닛의 진화! 더 강해진 배틀! .2 레볼루션(revolution),이원표 지음,2019,20221006
2374,대만은 왜 중국에 맞서는가 :뤼슈렌 전 대만 부총통이 진단하는 동아시아 위기와 전기,뤼슈렌 지음,2021,20221006
2375,대화란 무엇인가 :갈등과 대립을 넘어 공생을 추구하는 지속가능한 변화의 시작점,데이비드 봄 지음,2021,20221006
2376,(한국의) 태교 문화,주영애 지음,2019,20221006
2377,좋은 건 같이 봐요,엄지사진관 글 사진,2021,20221006
2378,(파이썬을 활용한) 머신러닝 자동화 시스템 구축 :실무자를 위한 머신러닝 핵심 개념 모델 선택 및 하이퍼파라미터 튜닝 최적화 기법,Gil's Lab 지음,2022,20221006
2379,환경사란 무엇인가?,도널드 휴즈 지음,2022,20221006
2380,(찰리9세와) 미스터리 사건 탐험대 .3 해적왕의 비밀 =The incredible case files : the pirate king's secret treasure,레온 이미지 글?그림,2019,20221006
2381,책과 우연들,김초엽 지음,2022,20221006
2382,열 두 달 남도 여행 =12month Namdo travel,정지효 글,2022,20221006
2383,윙페더 사가 .1 어두운 암흑의 바다 끝에서,앤드루 피터슨 지음,2022,20221006
2384,Essentials of probability for statistics :a primer,Taeryon Choi 저,2020,20221006
2385,서비스 기획자로 일하고 있습니다 :현직 서비스 기획자가 들려주는 커리어 관리부터 취업?이직까지!: 큰글자책 [큰글자도서],강승훈 지음,2022,20221006
2386,기울어진 미술관 :이유리의 그림 속 권력 이야기,이유리 지음,2022,20221006
2387,마음의 철학자 :키르케고르 평전,클레어 칼라일 지음,2022,20221006
2388,시스템적 사고 :약속과 희망의 메시지 한류경영,이명환 지음,2021,20221006
2389,신국부론 :AI시대의 경제 공부,李?,2021,20221006
2390,실전 비즈니스 마케팅 강의 :B2B 비즈니스 마케팅 10단계 속성 강의,최덕재 지음,2021,20221006
2391,놀이 유년기의 예술,V. Glasgow koste 저,2011,20221006
2392,어린이의 비밀,마리아 몬테소리 지음,2011,20221006
2393,(이코노미스트 홍춘욱) 투자에도 순서가 있다 =The best investment in order,홍춘욱 지음,2022,20221006
2394,카페 & 바리스타 :바리스타와 카페창업을 꿈꾸는 분들의 기본 지침서 =Cafe & barista,이용남 지음,2022,20221006
2395,사물의 소멸 :우리는 오늘 어떤 세계에 살고 있나,한병철 지음,2022,20221006
2396,생태 감수성의 혁명적 힘 :인격주의 자연 감성 기술 비판,베르나르 샤르보노,2021,20221006
2397,뉴 메타버스 :이해와 투자 완전정복 : 현실과 가상이 공존하는 시대 =New metaverse,진기엽,2021,20221006
2398,메가플랫폼 네이버 :한국 인터넷 산업의 성장과 그늘,원용진,2021,20221006
2399,머물고 싶은 순간을 팝니다 :지속 가능한 일상이 그리워지는 지금 우리가 원하는 공간에 대한 모든 것,정은아 지음,2021,20221006
2400,엄마테크 돈 잘 버는 엄마들의 온라인 출근 로드 :SNS 네이버카페 유튜브 디자인툴 공방 셰어하우스로 수익 창출하기,강민영,2021,20221006
2401,비즈니스 워 :비즈니스 승부사의 결정적 순간,데이비드 브라운 지음,2021,20221006
2402,놀다 보면 크는 아이들 :열두 가지 재미를 품은 놀이의 세계,이상호 글,2021,20221006
2403,말버릇의 힘 :1日1言 긍정의 말이 불러온 기적 같은 변화,나이토 요시히토 지음,2021,20221006
2404,노동학 선언 :노사 현장에서 만나는 노동법 이야기,이동만 지음,2021,20221006
2405,온고잉 위기의 순간에도 멈추지 않는 마인드셋 :내 사업이지만 지쳐 도망치고 싶은 순간 실패를 도약의 발판으로 바꾸는 키워드,보리스 토마스 지음,2021,20221006
2406,오직 가치투자 :워런 버핏식 주식 투자 따라하기,장흥국 지음,2021,20221006
2407,예술 교육에 스며들다 =Art in education permeate,이다정 지음,2021,20221006
2408,오늘부터 건물주 :가장 쉽게 배우는 부동산 경매,제이든 지음,2021,20221006
2409,영업에서 내가 알게 된 것들,박영민 지음,2021,20221006
2410,(서울대 최종학 교수의) 숫자로 경영하라 :management accounting .5 재무제표 행간에 숨은 숫자의 의미를 파악하라! =Managing by numbers,최종학 지음,2022,20221006
2411,역사도시 충주의 발자취와 기억 :충주의 역사와 삶터를 찾아서,전홍식 지음,2021,20221006
2412,네이버 스마트플레이스 컨설팅북 :지도노출에서 예약주문까지 네이버 서비스 100% 활용법,김영갑,2021,20221006
2413,여성의 대의,지젤 알리미 지음,2021,20221006
2414,에르푸르트 강령,칼 카우츠키 지음,2021,20221006
2415,언택트 공부 혁명 :4차 산업혁명 시대 최고의 교실은 어떻게 배우는가,호시 도모히로 지음,2021,20221006
2416,분쟁해결방법론 :cases & materials : ADR 교재 =Introduction to dispute resolution,함영주 지음,2014,20221006
2417,오십부터는 노후 걱정 없이 살아야 한다 :자식에게 기대던 시대에서 셀프부양의 시대로,강창희,2021,20221006
2418,내 인생을 바꾼 감사의 힘 :성공과 행복의 길로 이끌어가는 깨달음에 대하여 =Gratitude is the best gift of life,대니리 지음,2021,20221006
2419,대학원을 갈까? 말까? :식품을 전공한 대학원생들의 이야기,전민영,2021,20221006
2420,더 늦기 전에 MBA가면 어때요? :퇴근 후 MBA에서 만난 11명의 거침없는 이야기,국승운,2021,20221006
2421,리얼리티 레볼루션 :어느 깨달음 중독자가 실험한 현실 창조의 강력한 도구들,브라이언 스콧 지음,2021,20221006
2422,메신저 :메시지보다 메신저에 끌리는 8가지 프레임,스티브 마틴,2021,20221006
2423,사회과학의 방법론 :사회적 설명의 다양성,대니얼 리틀 지음,2021,20221006
2424,디지털 트렌드 .2022,권병일,2021,20221006
2425,더 샐러드 :밥이 되는 완벽한 한 끼 샐러드 : 사 먹는 것보다 맛있고 푸짐하다 든든하게 먹고 건강도 챙기는 요즘 샐러드 56가지 =The salad,장연정 지음,2022,20221006
2426,극한 갈등 :분노와 증오의 블랙홀에서 살아남는 법,아만다 리플리 지음,2022,20221006
2427,도시재생 스케일업 :도시재생기업 지역경제 활성화를 이끌다,윤병훈,2021,20221006
2428,전략적 판매의 고수가 된 박태출 :실적부진 퇴출 1순위에서 세일즈 트레이너로 거듭난 역량 강화 분투기: a business edu-fiction,박주민 지음,2022,20221006
2429,HR 테크 혁명 :AI 면접관부터 심리상담 챗봇까지 기술이 이끄는 디지털 인사관리,피플 애널리틱스 연구팀 지음,2022,20221006
2430,나의 20세기 저녁과 작은 전환점들 :노벨 문학상 수상 연설집,가즈오 이시구로 지음,2021,20221006
2431,몸과 옷 :2017-2020 89명 여성의 몸과 옷에 대한 기록,김지양 지음,2021,20221006
2432,(The collected poems of) Elizabeth Barrett Browning,[by] Elizabeth Barrett Browning,2015,20221002
2433,(The) candy house,[by] Jennifer Egan,2022,20221002
2434,David Hockney :the arrival of spring Normandy 2020,[by] David Hockney,2020,20221002
2435,Ecologies of faith in a digital age :spiritual growth through online education,[by] Stephen D. Lowe,2018,20221002
2436,Go gently :actionable steps to nurture yourself and the planet,[by] Bonnie Wright,2022,20221001
2437,Sea of Tranquility,[by] Emily St. John Mandel,2022,20221001
2438,Search for power,[by] Cindy Davis,2021,20220930
2439,Scarlet carnation,[by] Laila Ibrahim,2022,20220930
2440,Radiant fugitives,[by] Nawaaz Ahmed,2021,20220930
2441,Oh the things you can do that are good for you! :all about staying healthy,by Tish Rabe,2001,20220930
2442,Nowhere to run :Sequel Nowhere to Hide Included,[by] Rebecca Haddock,2021,20220930
2443,Out of the dust,[by] Karen Hesse,2009,20220930
2444,Other people's clothes,[by] Calla Henkel,2022,20220930
2445,서울시 상권별 감염병 팬데믹 취약성 진단 및 대응방안 연구,김민영 연구책임,2021,20220930
2446,서울시 상권별 감염병 팬데믹 취약성 진단 및 대응방안 연구,김민영 연구책임,2021,20220930
2447,서울시 의료급여 발전방안 연구,서울특별시 공공보건의료재단 [편],2021,20220930
2448,서울시 의료급여 발전방안 연구,서울특별시 공공보건의료재단 [편],2021,20220930
2449,(공공보건의료기관 최고위 직급) 전문교육과정 운영 최종보고서,서울특별시 공공보건의료재단 [편],2021,20220930
2450,(공공보건의료기관 최고위 직급) 전문교육과정 운영 최종보고서,서울특별시 공공보건의료재단 [편],2021,20220930
2451,길단위 상존인구 정합성 개선을 위한 보행 네트워크 데이터 구축 및 배분로직 개선 연구 :연구용역 최종보고서,장성만 연구책임,2021,20220930
2452,(The collected poems of) Robert Burns,[by] Robert Burns,2008,20220930
2453,대한민국외교사료해제집 :해설?요약 .1990 (2),박강호,2021,20220930
2454,도서관 빅데이터 활용사례집 .2020,국립중앙도서관 디지털기획과 [편],2020,20220930
2455,Kid chef junior every day :my first easy kids` cookbook,[by] Yaffi Lvova,2021,20220930
2456,Moonshot :inside Pfizer's nine-month race to make the impossible possible,[by] Albert Bourla,2022,20220930
2457,Salad freak :recipes to feed a healthy obsession,[by] Jess Damuck,2022,20220930
2458,도로교통량통계연보 :고속국도?일반국도?지방도 교통량 .2020 =Annual traffic volume report,국토교통부,2021,20220930
2459,Lifespan :why we age--and why we don't have to,[by] David A. Sinclair,2019,20220930
2460,(The) family Chao,[by] Lan Samantha Chang,2022,20220930
2461,정보통신산업동향 .2020 =Trends of information and communications industry,정보통신정책연구원 [편],2020,20220930
2462,In Paris: 20 women on life in the city of light,[by] Jeanne Damas,2018,20220930
2463,(A) post office Christmas :book two in the post office girls series,[by] Poppy Cooper,2022,20220930
2464,All the light we cannot see,by Anthony Doerr,2017,20220930
2465,Anthem,[by] Noah Hawley,2022,20220930
2466,상권정보 기반 점포수 추정 알고리즘 개발 :연구용역 최종보고서,이수안,2021,20220930
2467,상권정보 기반 점포수 추정 알고리즘 개발 :연구용역 최종보고서,이수안,2021,20220930
2468,서울신용보증재단의 부도시 손실률 결정요인 분석,이민준 연구책임,2021,20220930
2469,길단위 상존인구 정합성 개선을 위한 보행 네트워크 데이터 구축 및 배분로직 개선 연구 :연구용역 최종보고서,장성만 연구책임,2021,20220930
2470,지방자치단체 공사비 산정체계 개선방안 :경기도 전문 원도급 공사를 중심으로,홍성호,2021,20220930
2471,한국수문조사연보 .2019 =Korea annual hydrological report,환경부 한강홍수통제소 [편],2020,20220930
2472,국가정보보호백서 .2021,국가정보원,2021,20220930
2473,ICT industry outlook of Korea .2021,[edited by] Korea Information Society Development Institute,2021,20220930
2474,정세균 :대한민국 국회를 말하다,국회도서관 편,2021,20220930
2475,생태계에 대한 기후변화 리스크 평가 =Climate change risk assessment for Korean ecosystem,기후변화연구팀 저,2021,20220930
2476,6?25전쟁 의료지원국 참전사 :스웨덴 인도 덴마크 노르웨이 이탈리아 독일,신종태,2021,20220930
2477,2030 건강서울전략 :코로나19와 건강안보 인간안보,서울특별시 공공보건의료재단 [편],2021,20220930
2478,북한 수출구조의 질적 변화에 관한 연구 :대중수출비중 증대의 효과를 중심으로,정연하 저,2020,20220930
2479,석유산업의 이해 .2020 =Understanding of petroleum industry,한국석유공사 석유정보센터 [편],2021,20220930
2480,Invertebrate fauna of Korea :flora and fauna of Korea .Volume 2 number 2 Dictyoceratid sponges Ⅱ : Porifera: Demospongiae: Dictyoceratida: Dysideidae Spongiidae Thorectidae,[by] Chung Ja Sim,2020,20220930
2481,Principles for dealing with the changing world order :why nations succeed and fail,[by] Ray Dalio,2021,20220930
2482,Bittersweet :how sorrow and longing make us whole,[by] Susan Cain,2022,20220930
2483,핀테크에 의한 금융혁신 양상과 시사점,이성복 저,2021,20220930
2484,대규모 환매중단 이후 개인투자자 대상 사모펀드규제의 발전 방향,송홍선 저,2021,20220930
2485,농업?농촌의 변화와 성 인지적 정책 방향,김이선,2021,20220930
2486,저출산 대응정책 패러다임 전환 연구 .2 저출산 대응 담론의 재구성,김은지,2020,20220930
2487,한반도 평화 이해 .2021,김병곤,2021,20220930
2488,2021년 여성관리자패널조사,이승현,2021,20220930
2489,성인지결산제도의 환류기능 강화방안,박수범,2021,20220930
2490,(The) midnight library,[by] Matt Haig,2020,20220930
2491,Clark Little :the art of waves,[by] Clark Little,2022,20220930
2492,DC형 퇴직연금의 노후안전망 역할 강화 연구,송홍선 저,2022,20220930
2493,기업공시 실무안내,금융감독원 [편],2021,20220930
2494,고령화시대 신탁업의 중장기 발전 전망과 과제,송홍선,2021,20220930
2495,False alarm :how climate change panic costs us trillions hurts the poor and fails to fix the planet,[by] Bjorn Lomborg,2021,20220930
2496,(The) income-led growth in Korea :status prospects and lessons for other countries,[by] Sangyong Joo,2020,20220930
2497,退溪學硏究 .第41輯 國譯 退溪學脈諸賢傳記(XⅥ),嶺南退溪學硏究院 編輯,2021,20220930
2498,한국 가구와 개인의 경제활동 :한국노동패널 기초분석보고서 .2019년도 (제22차),김유빈,2020,20220930
2499,기업부문 배분효율성 제고를 위한 자본시장의 역할,박용린,2021,20220930
2500,(분단 이후 제기된) 통일담론에 대한 정리와 성찰,강원택,2021,20220930
2501,임금수준별 모성 임금 격차 분석,곽은혜 執筆,2020,20220930
2502,북한 주민의 정보접근에 관한 연구,김수암 연구책임,2020,20220930
2503,Universe,[edited by] DK,2020,20220930
2504,Zoology :inside the secret world of animals,[edited by] DK,2019,20220930
2505,국제 평화문서 번역집 =International documents of peace,서보혁,2021,20220930
2506,청년층 일자리 현황과 변화 전망,김유빈,2020,20220930
2507,사업체패널조사 기초분석보고서 :한국의 사업체로 본 노동시장 현황 .6~7차년도,김유빈,2020,20220930
2508,저금리 시대 전망 및 금융투자업 대응전략,최순영,2021,20220930
2509,문화체육관광연감 :문화로 되찾는 국민일상 문화로 커가는 대한민국 .2021,양재완 편집,2021,20220930
2510,과도한 지체상금율 설정 금지에 대한 방안 마련,이보라 연구,2020,20220930
2511,건설 외감기업 경영실적 및 한계기업 분석 .2020년도,김태준 연구,2021,20220930
2512,북한 이해 .2021,권숙도,2021,20220930
2513,COVID-19의 충격과 국토연구원의 대응 :COVID-19 vs KRIHS 2020,김준기,2020,20220930
2514,마을?사람?일자리 창생 :장기비전 2019(개정판)과 제2기 종합전략 2020~2024: 일본의 국토 및 지역 발전계획,일본 내각관방 마을?사람?일자리창생본부 자료,2020,20220930
2515,인구구조변화 대응 및 감사시사점 :생산연령인구 확충을 중심으로,이혜승 연구책임,2020,20220930
2516,유튜브 주식채널의 정보효과와 위험요인,남길남 저,2021,20220930
2517,규제개혁백서 :국민의 생각이 모여 규제 개혁을 이루다 .2020 =Regulatory reform book,규제개혁위원회 [편],2021,20220930
2518,국방백서 .2020 =Defense white paper,정책기획관실 기본정책과 편찬,2020,20220930
2519,In five years :a novel,[by] Rebecca Serle,2021,20220930
2520,한국의 무척추동물 :대한민국 생물지 .제 19권 8호 복족류 Ⅵ : 연체동물문: 복족강: 두드럭배말상과: 무새흰삿갓조개과 두드럭배말과 애기삿갓조개과 그물삿갓조개과 삿갓조개상과: 삿갓조개과,이준상 집필,2020,20220930
2521,Joan Is okay,[by] Weike Wang,2022,20220930
2522,Hayao Miyazaki,[by] Jessica Niebel,2021,20220930
2523,Isabelle in the afternoon,[by]Douglas Kennedy,2020,20220930
2524,중?러 협력과 한반도 평화?번영,현승수 연구책임,2020,20220930
2525,지식경제 시대의 일자리 창출 전략,최경수 편,2019,20220930
2526,Invertebrate fauna of Korea :flora and fauna of Korea .Volume 2 number 3 Tetractinellida : Porifera: Demospongiae: Tetractinellida,[by] Chung Ja Sim,2020,20220930
2527,Flora of Korea .Volume 4a Dilleniidae : Paeoniaceae to Salicaceae,edited by Flora of Korea Editorial Committee,2020,20220930
2528,(The) memory box :a book about grief,by Joanna Rowland,2017,20220930
2529,Insect fauna of Korea :flora and fauna of Korea .Volume 12 number 30 Athetini I : Insecta: Coleoptera: Staphylinidae: Aleocharinae,[by] Seung-Gyu Lee,2020,20220930
2530,기후변화 우리 생태계에 얼마나 위험할까?,국립생태원 기후변화연구팀 저,2020,20220930
2531,평화경제 실현방안 :국제협력을 중심으로,김석진 연구책임,2020,20220930
2532,다시 살아난 기억의 공간 :유휴공간?문화재생 자료집,최정순,2021,20220930
2533,서울시 지방보조금 운영?관리지침 .2022년,김의승,2022,20220930
2534,(The) night watchman :a novel,[by] Louise Erdrich,2020,20220930
2535,스마트건축 개념을 바탕으로 한 건축물 인증제도의 개편 방향,이은석,2020,20220930
2536,대규모유통업에서의 계약유형 선택과 경제적 효과에 관한 연구,이진국 저,2019,20220930
2537,연구개발활동조사보고서 :그래프와 표로 바라본 우리나라 연구개발활동 =2019 survey of research and development in Korea,정민우,2021,20220930
2538,OECD 농업정책 점검 및 평가 :식품시스템이 직면한 도전과제에 대한 대응 .2020,OECD [저],2021,20220930
2539,고용 성차별 시정제도 개선방안 연구 :구조적 차별 판단기준과 추진체계를 중심으로,구미영,2021,20220930
2540,중앙행정기관 성별영향평가제도 운영 내실화 방안 연구,남궁윤영,2021,20220930
2541,또래문화를 통해 본 청소년의 성평등 의식과 태도 연구 .2 디지털 콘텐츠 및 온라인 문화를 중심으로,최윤정,2021,20220930
2542,지역 경관관리의 실효성 제고를 위한 중점경관관리구역 제도 개선 연구,이경재,2020,20220930
2543,핵심사업평가제도와 성인지예산제도 연계방안 .3,김효주,2021,20220930
2544,디지털 전환기의 여성일자리 연구 .2 경력개발과 사회적 보호 체계,신선미,2021,20220930
2545,기초자치단체장의 여성 과소대표 개선과 젠더 공정성 연구,김은경,2021,20220930
2546,북한 여성의 경제적 역량 강화를 위한 남북한 교류협력사업 추진 방안 .3,조영주,2021,20220930
2547,온라인상 아동?청소년 성착취 피해자 보호의 문제와 정책대응 방안 :성적 이미지?영상 전송을 중심으로,이미정,2021,20220930
2548,코로나19 이후 돌봄 정책 연구,김영란,2021,20220930
2549,DMZ 접경지역의 비평화 실태에 관한 인문학적 연구 :전략촌을 중심으로,정근식 연구책임,2020,20220930
